4	9
11
436.335   963.232
573.806   1249.89
684.68   1464.53
797.01   1672.99
911.877   1889.59
1027.24   2108.82
1207.99   2438.72
1408.9   2791.56
1594.12   3089.9
1760.02   3405.77
4256.27   8254.56
+KVIDCsIRLLine
ID:Z=5 A=11
5	11
5
929.923   2016.76
1157.36   2459.78
1419.54   2974.35
1640.17   3407.27
4396.02   9090.41
+KVIDCutLine
OK:IMF_line
below
5
902.254   1997.05
1176.04   2547.54
1480.25   3154.63
1758.49   3762.97
4230.44   9167.6
+KVIDCutLine
OK:gamma_line
above
12
27.8586   17.7363
37.5208   39.459
63.6965   58.5164
92.1586   92.7602
161.384   166.558
216.077   222.474
310.89   323.436
376.815   394.91
428.737   449.868
479.264   505.339
659.11   698.932
4334.85   4677.82
!
# ASCII file generated by KVIDGCsI::WriteToAsciiFile
# ID Graph Name : CSI_R_L_0602
# This file can be read using KVIDGCsI::ReadFromAsciiFile
# 
++KVIDGCsI
<VARX> CSI-L
<VARY> CSI-R
<PARAMETER> Runlist=1000-100000
<PARAMETER> IDTelescopes=CSI_R_L_0602
<PARAMETER> AUTOR=DIEGO_GRUYER
+KVIDCsIRLLine
ID:Z=1 A=1
1	1
33
38.9568   33.1915
45.4901   41.5878
57.7406   55.3505
66.1568   63.744
91.7029   88.9798
117.896   112.798
178.75   169.215
196.027   185.052
230.989   217.365
282.279   265.396
334.913   313.586
360.668   337.256
385.738   362.845
393.796   371.116
418.629   395.116
426.865   403.669
443.881   420.407
476.268   451.702
536.684   510.629
548.648   523.27
561.577   535.712
608.764   584.941
677.53   650.612
748.274   720.115
766.42   737.175
818.351   789.774
854.143   823.731
872.043   840.233
905.325   876.247
940.532   910.68
1009.69   982.482
1079.75   1053.34
3396.07   3390.08
+KVIDCsIRLLine
ID:Z=1 A=2
1	2
32
59.1688   60.1202
76.4435   80.2613
102.711   110.064
139.436   146.098
151.763   158.113
164.223   170.361
211.329   215.611
223.521   226.746
247.322   249.65
353.979   350.806
390.221   384.451
427.374   418.098
439.565   429.313
476.466   463.795
491.37   478.113
504.145   489.335
525.63   509.457
541.115   526.483
553.697   538.479
571.311   557.053
605.19   595.404
673.759   660.801
745.386   731.203
761.767   748.321
815.228   799.297
848.964   834.878
866.757   851.299
899.84   887.394
934.836   921.821
1003.58   993.625
1073.22   1064.49
3375.66   3401.22
+KVIDCsIRLLine
ID:Z=1 A=3
1	3
35
56.7528   61.8633
59.9902   66.9023
78.6436   90.8379
105.313   122.647
133.062   151.307
141.233   160.755
169.29   188.155
205.98   224.058
234.808   253.033
351.97   364.522
363.378   374.915
374.015   385.623
395.906   406.724
408.085   420.267
419.492   429.715
431.209   440.738
438.454   449.556
467.128   475.696
491.64   498.057
542.857   543.897
603.635   602.715
635.789   635.433
666.606   667.501
690.696   691.769
707.407   708.669
724.576   726.705
761.575   761.978
813.064   814.258
848.675   848.272
866.558   864.964
899.548   900.867
934.543   935.196
1003.3   1007
1072.98   1077.86
3375.06   3414.73
+KVIDCsIRLLine
ID:Z=2 A=3
2	3
39
96.6568   155.965
119.415   191.462
139.897   223.015
161.328   255.006
182.189   283.053
210.637   320.302
236.998   353.608
265.825   389.981
301.369   433.275
326.027   461.688
361.566   502.623
410.945   559.801
434.513   586.441
453.591   607.233
472.296   627.375
506.338   666.36
541.502   703.396
566.192   728.086
594.996   756.676
612.204   774.869
645.872   811.255
662.706   828.798
678.792   845.692
696.374   863.885
729.668   899.621
762.214   936.657
832.168   1008.78
865.462   1044.52
881.547   1062.06
940.279   1124.43
964.969   1150.42
1037.54   1225.8
1085.43   1273.23
1108.24   1297.27
1132.56   1321.96
1276.21   1464.26
1324.09   1512.34
1368.98   1563.02
3412.62   3638.97
+KVIDCsIRLLine
ID:Z=2 A=4
2	4
49
36.6345   34.4983
41.0432   49.1501
44.8016   58.724
53.2607   80.6888
62.6352   101.518
67.6321   112.212
82.9149   142.035
98.8053   170.724
120.908   207.84
137.71   234.828
166.624   278.108
189.934   311.827
195.839   320.256
201.743   328.685
207.951   336.547
213.548   344.979
237.773   377.562
243.986   385.989
284.039   438.225
317.257   480.91
367.223   542.677
391.121   572.438
435.278   621.867
463.601   654.533
491.58   686.382
520.94   720.681
544.082   746.814
559.281   763.964
577.242   783.563
600.039   807.246
617.655   828.479
633.889   845.629
652.196   866.045
670.158   884.011
686.737   903.611
709.189   929.744
732.428   954.29
759.854   983.012
795.884   1021.54
830.811   1059.72
876.548   1108.95
919.376   1152.14
951.808   1188.31
994.219   1232.52
1066.02   1310.74
1137.22   1379.47
1293.1   1537.21
1553.37   1801.75
2819.82   3206.66
+KVIDCsIRLLine
ID:Z=2 A=6
2	6
35
131.397   244.17
144.058   267.362
157.611   290.559
178.246   324.588
201.541   361.715
227.803   400.915
255.26   439.611
281.82   478.812
310.48   515.976
365.993   592.856
390.514   624.856
415.035   656.856
440.16   687.833
464.092   718.802
488.915   750.29
514.043   780.754
538.277   811.212
587.648   870.592
611.882   901.05
637.02   929.973
661.86   958.897
687.296   987.816
735.483   1046.17
785.46   1104.01
810.902   1131.91
835.448   1160.31
910.269   1246.57
983.892   1334.36
1061.41   1418.56
1138.03   1502.78
1213.14   1589.03
1296   1676.36
1344.86   1725.47
1390.4   1776.09
3470.7   3890.13
+KVIDCsIRLLine
ID:Z=4 A=8
4	8
36
115.117   228.022
129.561   256.781
145.253   285.339
167.532   324.667
221.024   416.156
254.849   469.332
288.985   520.969
336.967   591.722
366.425   632.537
397.979   672.344
426.548   712.636
456.015   752.424
485.49   791.186
544.463   866.139
573.348   904.382
603.13   942.118
633.219   978.831
664.21   1014.52
753.294   1123.62
825.586   1209.47
868.081   1259.12
911.477   1308.28
954.863   1358.45
997.943   1409.65
1042.81   1460.35
1087.07   1512.58
1131.96   1562.77
1176.52   1613.98
1222.89   1664.68
1268.64   1716.43
1324.44   1780.05
1381.44   1841.64
1438.43   1903.75
1494.22   1966.85
1550.02   2028.96
3462.23   4101.1
+KVIDCsIRLLine
ID:Z=3 A=6
3	6
34
180.832   380.582
240.17   489.336
267.237   536.298
300.549   593.147
321.37   627.751
343.231   664.825
365.092   699.43
387.995   734.034
410.897   771.109
456.701   840.316
479.603   877.392
502.506   911.995
550.393   981.202
572.254   1015.81
597.239   1050.41
621.181   1085.02
646.167   1119.61
669.069   1154.22
736.734   1245.67
770.046   1292.64
836.672   1384.09
872.066   1431.05
905.379   1475.54
938.691   1522.5
975.127   1566.99
1009.48   1611.48
1041.75   1658.44
1076.1   1702.93
1109.42   1747.43
1330.12   2024.26
1339.48   2036.62
1758.25   2538.21
2152.56   3017.72
3469.4   4916.14
+KVIDCsIRLLine
ID:Z=3 A=7
3	7
48
55.255   100.442
70.3097   143.186
77.837   164.558
97.5963   212.645
122.06   268.747
161.579   356.906
181.338   396.979
207.684   447.737
255.671   538.568
287.661   597.341
300.835   618.713
325.299   661.457
349.762   701.53
361.994   722.902
375.167   746.946
400.571   784.346
425.976   827.09
452.322   867.163
464.554   888.535
491.84   931.279
505.014   949.98
547.355   1014.1
560.527   1035.46
574.641   1059.51
601.927   1099.58
616.982   1120.95
631.097   1142.33
644.269   1161.03
661.206   1185.07
694.138   1233.16
711.074   1254.53
727.07   1281.24
760.002   1326.66
777.88   1353.38
809.87   1396.12
841.861   1444.21
906.785   1532.36
938.776   1575.11
971.708   1620.53
1005.58   1668.61
1038.52   1714.03
1137.31   1844.93
1237.05   1975.83
1349.17   2105.38
1515.19   2321.62
1739.5   2616.99
2151.62   3124.58
3467.02   4981.27
+KVIDCsIRLLine
ID:Z=3 A=8
3	8
18
217.339   479.547
244.541   530.395
277.555   591.046
309.755   648.092
408.431   820.683
453.88   894.36
531.981   1018.61
629.522   1170.31
697.343   1269.31
763.482   1370.45
831.299   1470.18
901.624   1568.47
971.113   1667.47
1057.17   1786
1169.3   1933.09
1373.48   2208.25
2081.99   3140.61
3466.97   5053.82
+KVIDCsIRLLine
ID:Z=3 A=9
3	9
11
359.625   751.06
407.521   834.165
458.353   914.429
597.554   1146.58
703.822   1303.56
808.836   1461.24
911.336   1621.06
1113.23   1899.27
1142.6   1940.86
1352.8   2225.52
3467.33   5063.77
+KVIDCsIRLLine
ID:Z=4 A=7
4	7
15
217.477   492.894
243.785   543.218
287.9   633.01
324.908   704.237
377.5   809.516
416.771   879.209
470.302   977.546
534.13   1088.3
629.653   1253.24
731.91   1422.88
835.968   1592.52
942.29   1760.62
1079.46   1973.68
1234.64   2197.33
3746.1   6007.33
+KVIDCsIRLLine
ID:Z=4 A=9
4	9
19
264.174   625.509
304.858   706.369
344.527   790.118
386.229   868.091
494.044   1070.24
535.747   1145.33
595.757   1255.07
639.494   1330.15
683.23   1408.12
726.967   1486.1
772.737   1564.07
816.473   1642.04
862.244   1717.13
909.033   1792.22
953.786   1867.29
1061.6   2043.45
1204   2274.49
1449.13   2658.58
3746.82   6103.82
+KVIDCsIRLLine
ID:Z=4 A=10
4	10
12
458.513   1019.11
493.267   1090.33
582.935   1254.48
632.461   1343.53
780.156   1608.37
830.139   1696.64
881.026   1784.17
980.56   1951.26
1169.02   2265.92
1316.85   2507.59
1891.57   3400.76
3745.36   6167.07
+KVIDCsIRLLine
ID:Z=5 A=11
5	11
8
815.371   1766.15
953.031   2023.99
1023.81   2162.32
1110.65   2316.88
1262.18   2583.01
1396.25   2815.52
1719.53   3397.35
3913.08   7350.91
+KVIDCutLine
OK:IMF_line
below
5
829.801   1833.53
974.452   2108.58
1111.19   2388.29
1231.13   2619.26
3343.11   6583.97
+KVIDCutLine
OK:gamma_line
above
27
34.0044   24.7479
41.9465   34.2817
56.8507   49.8931
71.097   64.0107
105.578   95.3772
131.729   118.551
142.889   127.882
152.15   135.907
164.669   146.172
185.877   166.368
236.514   211.508
282.501   253.723
329.495   294.921
379.619   342.256
419.38   381.142
466.847   426.892
502.476   459.794
580.763   534.734
769.143   715.927
818.424   765.139
854.216   798.591
872.116   814.846
905.398   850.323
940.605   884.242
1009.76   954.974
1079.83   1024.77
3396.14   3326.68
!
# ASCII file generated by KVIDGCsI::WriteToAsciiFile
# ID Graph Name : CSI_R_L_0603
# This file can be read using KVIDGCsI::ReadFromAsciiFile
# 
++KVIDGCsI
<VARX> CSI-L
<VARY> CSI-R
<PARAMETER> Runlist=1000-100000
<PARAMETER> IDTelescopes=CSI_R_L_0603
<PARAMETER> AUTOR=DIEGO_GRUYER
+KVIDCsIRLLine
ID:Z=1 A=1
1	1
44
47.5505   39.6112
50.2071   44.6677
62.18   61.8702
78.3216   81.7794
86.6449   91.23
110.952   117.897
134.936   141.535
142.264   148.627
164.747   170.915
226.346   231.357
281.188   284.742
324.3   325.97
393.513   393.098
440.852   439.832
484.653   481.917
499.593   496.152
522.003   519.051
572.256   569.801
607.229   605.078
631.677   629.833
650.691   649.019
674.799   673.156
704.374   702.579
734.875   734.53
759.657   758.84
793.97   794.263
824.47   824.13
854.589   855.386
896.528   895.672
941.336   938.886
1003.54   985.786
1117.01   1096.89
1191.42   1167.14
1228.74   1202.27
1265.37   1238.38
1302.52   1274.18
1373.63   1346.11
1445.58   1418.04
1481.72   1453.5
1515.01   1491.28
1552   1527.09
1622.42   1601.04
1692.53   1674.29
3349.79   3332.91
+KVIDCsIRLLine
ID:Z=1 A=2
1	2
38
55.1525   56.1534
59.2213   62.9171
75.8491   86.5085
100.483   118.618
128.204   150.054
144.41   168.21
167.222   192.49
211.424   237.603
226.226   253.936
256.673   284.109
289.691   316.246
306.193   333.323
338.903   365.892
355.719   382.493
403.902   429.248
420.839   445.98
454.184   478.415
487.264   510.169
504.581   526.411
535.726   556.681
557.326   578.684
583.022   603.088
606.696   625.5
626.887   645.392
643.87   662.259
671.922   691.624
705.492   725.571
784.198   803.54
835.304   856.436
893.159   913.202
1005.01   1017.7
1122.65   1138.98
1194.01   1207.35
1275.97   1289.93
1375.29   1393.13
1527.59   1557.24
1693.38   1725.97
3349.74   3359.86
+KVIDCsIRLLine
ID:Z=1 A=3
1	3
39
72.7827   87.3933
86.3949   107.286
101.958   128.473
123.894   156.031
160.452   198.707
189.177   230.926
200.482   243.904
211.368   255.056
253.123   299.531
264.616   311.033
275.152   323.228
296.182   344.749
326.467   376.442
339.174   387.601
358.748   408.901
454.236   504.024
574.516   620.767
602.024   647.047
626.296   670.325
652.807   696.019
676.93   719.046
730.994   773.676
810.234   853.856
893.159   939.006
944.266   989.32
1020.44   1069.31
1075.4   1126.08
1111.08   1163.49
1175.69   1228
1214.26   1271.86
1255.72   1311.86
1302.97   1359.59
1367.57   1435.71
1463.03   1544.14
1518.7   1607.37
1576.65   1668.06
1630.06   1723.7
1739.27   1824.88
3349.65   3386.46
+KVIDCsIRLLine
ID:Z=2 A=3
2	3
25
141.792   247.472
184.552   313.371
205.931   345.731
242.62   402.804
269.806   442.226
297.785   478.705
326.819   516.361
355.853   551.664
428.438   642.863
551.174   788.781
625.607   878.214
686.315   947.055
765.763   1037.08
857.616   1141.81
926.242   1214.77
991.965   1284.78
1036.31   1335.97
1078.01   1375.98
1133.97   1437.17
1220.02   1525.43
1340.11   1659.58
1568.16   1899.64
1677.43   2010.26
1786.71   2127.34
3431.89   3788.34
+KVIDCsIRLLine
ID:Z=2 A=4
2	4
45
42.3316   38.188
44.9857   48.4351
54.8875   77.1988
62.6316   98.0189
71.0485   118.682
94.9835   172.336
114.177   211.846
120.857   224.489
127.545   236.793
148.321   274.71
162.163   299.092
183.458   334.459
213.435   382.143
229.208   406.73
279.413   481.612
296.795   505.419
330.176   552.701
346.361   574.149
361.842   596.182
377.623   618.218
424.932   679.834
457.81   722.384
474.248   743.658
491.851   765.315
569.345   868.379
628.312   937.615
675.678   996.4
719.177   1052.58
772.345   1113.97
816.811   1164.92
907.676   1270.73
1008.21   1377.85
1092.31   1473.2
1131.94   1516.31
1182.21   1571.18
1233.44   1629.97
1272.11   1674.38
1348.48   1757.99
1401.9   1816.77
1467.64   1883.39
1548.83   1974.83
1642.6   2070.2
1698.66   2128.98
1781.8   2225.65
3432.32   3902.86
+KVIDCsIRLLine
ID:Z=2 A=6
2	6
28
121.507   246.112
160.521   325.469
191.983   379.09
222.187   432.709
254.908   488.475
287.63   542.095
343.004   627.889
398.378   711.536
456.269   795.184
515.418   874.541
574.568   956.045
634.976   1037.55
696.643   1114.76
740.691   1168.38
783.479   1221.99
827.526   1275.62
870.316   1331.39
913.105   1382.87
961.046   1454.19
1036.18   1543.73
1135.35   1663.13
1219.49   1758.65
1296.13   1854.16
1417.84   2000.41
1535.04   2140.7
1730.38   2349.65
1964.8   2606.34
3560.99   4207.59
+KVIDCsIRLLine
ID:Z=4 A=8
4	8
30
188.915   395.189
225.043   466.71
265.186   535.531
296.296   592.207
354.502   689.368
415.719   783.83
478.941   878.29
543.169   970.053
609.402   1071.26
674.633   1153.58
743.877   1248.03
815.13   1349.25
895.413   1457.2
975.697   1553.01
1042.93   1639.37
1119.21   1729.79
1184.43   1813.45
1279.77   1925.46
1356.04   2015.87
1432.31   2108.98
1569.6   2265.82
1668.59   2384.62
1768.96   2495.87
1855.39   2595.81
1943.22   2703.3
2045   2808.89
2170.46   2952.2
2430.98   3238.3
2727.92   3556.97
3561.84   4345.02
+KVIDCsIRLLine
ID:Z=3 A=6
3	6
23
263.147   576.887
295.905   642.691
331.221   709.786
385.675   808.858
439.189   897.583
581.836   1134.95
660.238   1263.91
766.496   1426.28
869.09   1578.24
938.311   1681.64
999.557   1768.54
1111.85   1936.56
1211.55   2079.81
1268.64   2161.65
1328.64   2240.71
1433.98   2382.57
1541.12   2523.71
1651.53   2667.91
1757.91   2800.76
1867.98   2938.31
1999.24   3097.97
2292.84   3477.59
3378.26   4881.05
+KVIDCsIRLLine
ID:Z=3 A=7
3	7
43
166.447   378.603
181.205   413.784
207.13   470.173
242.639   540.773
281.148   622.819
355.667   772.605
397.678   849.882
431.686   909.986
464.696   967.228
489.201   1017.79
533.712   1093.17
569.321   1161.45
586.583   1190.48
604.092   1219.08
620.526   1248.01
655.628   1305.33
672.725   1333.93
707.912   1390.6
726.831   1418.02
762.334   1470.1
826.384   1567.5
864.339   1624.35
912.469   1703.28
969.662   1782.38
1045.73   1898.39
1109.72   2001.41
1147.49   2057.05
1185.89   2112.44
1226.3   2166.17
1263.88   2222.76
1303.37   2277.52
1343.28   2332.13
1382.12   2386.95
1422.11   2441.88
1462.93   2495.59
1502.25   2549.07
1579.99   2659.87
1619.48   2715.26
1663.71   2767.31
1743.69   2875.94
1826.73   2981.7
1907.61   3089.88
3377.97   4964.29
+KVIDCsIRLLine
ID:Z=3 A=8
3	8
17
389.006   863.194
419.212   919.463
453.961   987.059
519.361   1103.25
571.673   1198.14
650.33   1334.18
727.358   1459.7
785.317   1559.3
879.762   1706.71
1009.81   1914.03
1305.63   2358.06
1496.86   2625.63
1594.02   2758.74
1756.52   2979.11
1840.18   3085.67
1921.67   3194.63
3403.08   5083.17
+KVIDCsIRLLine
ID:Z=3 A=9
3	9
12
659.364   1371.37
711.501   1468.52
797.599   1620.74
897.851   1774.64
980.67   1911.49
1213.47   2272.72
1425.63   2582.15
1632.02   2876.21
1756.29   3044.88
1839.96   3151.36
1921.45   3260.41
3402.86   5148.86
+KVIDCsIRLLine
ID:Z=4 A=7
4	7
16
340.942   791.915
374.022   860.717
450.711   1011.86
505.306   1121.14
587.234   1274.97
682.387   1457.91
767.572   1609.09
853.507   1760.34
938.191   1911.83
1028.04   2062.75
1118.07   2208.29
1256.37   2437.22
1383.14   2640.04
1520.82   2866.82
1648.95   3073.32
3400.32   5882
+KVIDCsIRLLine
ID:Z=4 A=9
4	9
16
398.361   950.894
439.851   1041.34
484.636   1134.01
566.31   1297.13
639.542   1440.55
710.638   1575.22
787.328   1722.13
866.643   1862.94
924.408   1964.4
1014.47   2132.31
1131.31   2335.23
1235.63   2515.4
1452.11   2873.17
1567.28   3056.88
1935.03   3636.41
3498.2   6167.62
+KVIDCsIRLLine
ID:Z=4 A=10
4	10
10
728.635   1638.14
799.291   1774.55
898.829   1961.69
980.282   2111.25
1103.53   2338.62
1213.05   2523.19
1340.67   2746.22
1479.49   2982.37
1755.69   3441.21
3496.26   6229.58
+KVIDCsIRLLine
ID:Z=5 A=11
5	11
7
853.557   1959.14
950.209   2162.18
1052.43   2364.3
1162.75   2583.49
1295.34   2834
1462.34   3152.83
3497.02   6837.54
+KVIDCutLine
OK:IMF_line
below
4
964.379   2239.04
1247.77   2811.23
1377.32   3056.04
3474.44   7061.32
+KVIDCutLine
OK:gamma_line
above
23
45.0912   34.0759
61.1803   53.949
112.071   108.695
204.245   197.809
229.584   222.198
266.888   257.135
372.819   360.626
594.549   573.584
714.394   690.564
869.325   839.378
1196.35   1159.33
1233.86   1195.76
1272.46   1232.45
1310.24   1270.21
1348.6   1307.41
1422.18   1382.42
1496.45   1457.54
1533.87   1494.63
1568.16   1534.05
1606.53   1571.48
1679.17   1648.66
1751.75   1725.17
3464.35   3456.55
!
# ASCII file generated by KVIDGCsI::WriteToAsciiFile
# ID Graph Name : CSI_R_L_0604
# This file can be read using KVIDGCsI::ReadFromAsciiFile
# 
++KVIDGCsI
<VARX> CSI-L
<VARY> CSI-R
<PARAMETER> Runlist=1000-100000
<PARAMETER> IDTelescopes=CSI_R_L_0604
<PARAMETER> AUTOR=DIEGO_GRUYER
+KVIDCsIRLLine
ID:Z=1 A=1
1	1
41
46.4885   41.2673
56.2321   56.0285
59.9059   60.9614
79.6319   83.2527
105.587   110.551
140.247   145.344
189.761   195.046
210.843   214.964
220.746   224.905
230.649   234.844
258.31   262.767
277.76   282.835
296.226   300.622
317.401   322.971
332.152   336.735
351.957   356.616
384.615   388.19
416.87   418.291
436.074   438.359
453.554   455.69
464.722   466.073
489.009   489.44
571.582   565.527
629.381   620.473
650.559   638.789
663.355   651.276
676.15   662.099
690.269   675.419
703.505   687.907
718.065   699.563
729.978   712.883
749.833   728.701
775.423   748.681
812.926   781.149
844.694   811.953
861.981   828.239
875.559   839.885
892.84   852.695
913.825   868.999
942.832   894.619
2923.28   2656.36
+KVIDCsIRLLine
ID:Z=1 A=2
1	2
41
49.5894   55.9164
53.2631   60.8491
75.317   88.1126
87.3376   102.251
98.59   115.285
108.878   127.162
127.042   147.727
154.289   177.201
207.397   234.247
291.571   318.741
303.949   331.166
322.002   347.599
357.949   383.173
382.078   407.802
409.407   435.623
437.229   464.812
463.67   490.252
476.049   502.678
501.548   526.607
520.193   545.764
534.267   559.874
582.583   607.128
593.764   617.107
607.421   629.569
643.357   664.398
655.816   674.413
668.193   686.839
680.572   699.264
692.951   711.69
705.409   721.706
719.064   734.168
732.721   746.631
757.557   769.072
782.314   793.923
824.092   831.814
847.218   851.297
871.329   874.49
888.55   889.334
909.217   906.033
922.788   916.256
2919.68   2680.45
+KVIDCsIRLLine
ID:Z=1 A=3
1	3
40
56.7338   68.4031
72.6313   90.4777
100.254   126.293
106.873   134.889
130.378   162.22
161.086   199.273
203.072   243.95
211.632   253.935
267.34   310.698
285.956   328.042
294.652   338.029
303.211   348.015
311.908   357.738
355.252   400.048
363.812   410.034
379.846   427.379
410.825   459.703
443.029   492.025
485.014   534.073
511.102   559.038
538.413   584.004
550.778   598.72
589.094   636.037
616.405   663.366
629.992   675.981
643.716   688.332
656.08   700.946
696.979   740.628
710.567   752.98
724.291   765.593
739.237   777.945
767.634   805.539
781.222   820.255
827.148   862.565
842.095   877.544
858.264   890.157
874.433   905.137
1026.32   1047.05
1111.94   1122.2
2918.4   2713.94
+KVIDCsIRLLine
ID:Z=2 A=3
2	3
40
142.691   244.07
157.727   268.631
179.068   301.379
204.774   337.765
229.995   374.152
283.347   446.924
310.024   482.401
337.185   517.877
362.406   548.806
386.657   579.734
424.489   626.127
437.1   641.591
449.225   656.145
462.321   671.61
474.931   687.074
488.512   702.538
501.608   718.002
515.673   734.376
529.254   750.75
543.805   767.124
557.87   783.498
572.421   801.691
588.427   818.974
602.977   836.258
618.498   853.541
633.534   870.825
649.055   888.108
663.605   905.392
694.162   939.959
709.682   956.333
724.233   972.706
753.82   1007.27
783.891   1040.02
1011.85   1295.63
1055.02   1347.49
1099.64   1396.61
1145.72   1445.73
1191.8   1494.85
2044.95   2463.64
3063.98   3718.05
+KVIDCsIRLLine
ID:Z=2 A=4
2	4
41
53.3951   74.4585
68.3569   110.524
84.1737   144.816
106.402   189.157
129.344   232.613
153.426   274.591
184.347   325.438
209.283   365.051
216.836   375.692
228.805   394.907
267.563   451.666
294.779   490.688
322.423   529.412
350.923   568.139
380.561   608.047
439.981   685.499
455.371   705.306
530.465   798.721
560.388   836.854
606.129   890.361
621.945   909.872
652.154   944.46
667.829   962.788
682.22   980.524
697.183   998.262
727.961   1033.74
